File Name,Set Associativity,Total Access Time (s),Mean Time (s),Total Energy (J),Mean Energy (J),L1i Accesses,L1i Misses,L1i Hit Rate,L1i Idle Consumption (J),L1i Active Consumption (J),L1i Energy (J),L1i Mean Energy (J),L1d Accesses,L1d Misses,L1d Hit Rate,L1d Idle Consumption (J),L1d Active Consumption (J),L1d Energy (J),L1d Mean Energy (J),L2 Accesses,L2 Misses,L2 Hit Rate,L2 Idle Consumption (J),L2 Active Consumption (J),L2 Energy (J),L2 Mean Energy (J),DRAM Accesses,DRAM Idle Consumption (J),DRAM Active Consumption (J),DRAM Energy (J),DRAM Mean Energy (J)
039.wave5.din,8,0.004986665000041802,0.0004986665000041802,0.02319313465015135,0.002319313465015135,8276000.0,4650.0,0.9994381343644273,0.002493332500020901,0.004138000000039926,0.006631332500060825,0.0006631332500060826,1724000.0,3690.0,0.9978596287703017,0.002493332500020901,0.004138000000039926,0.003355332500018967,0.00033553325000189674,489470.0,7430.0,0.9848203158518397,0.003989332000033443,0.0044076773500046785,0.00839700935003812,0.0008397009350038121,4540.0,0.003989332000033443,0.0008201282999999974,0.004809460300033439,0.0004809460300033439
047.tomcatv.din,2,0.004504469500044506,0.0004504469500044506,0.03713328798516044,0.003713328798516044,6155440.0,900.0,0.999853787868942,0.002252234750022253,0.003077720000023232,0.0053299547500454845,0.0005329954750045485,3844560.0,149074.0,0.9612246915121626,0.002252234750022253,0.003077720000023232,0.004174514750027292,0.0004174514750027292,1322081.0,86971.0,0.9342165873346641,0.0036035756000356058,0.011905339405015758,0.01550891500505136,0.001550891500505136,47144.0,0.0036035756000356058,0.008516327880000698,0.012119903480036302,0.0012119903480036303
047.tomcatv.din,4,0.004492459000044415,0.0004492459000044415,0.03697634731016018,0.003697634731016018,6155440.0,880.0,0.9998570370274099,0.0022462295000222074,0.003077720000023232,0.005323949500045439,0.0005323949500045438,3844560.0,148667.0,0.9613305553821504,0.0022462295000222074,0.003077720000023232,0.004168509500027246,0.0004168509500027246,1321842.0,86427.0,0.9346162400650002,0.0035939672000355315,0.011903187210015754,0.015497154410051285,0.0015497154410051286,46460.0,0.0035939672000355315,0.00839276670000067,0.011986733900036201,0.00119867339000362
047.tomcatv.din,8,0.004487527000044411,0.00044875270000444115,0.03692309837516016,0.003692309837516016,6155440.0,880.0,0.9998570370274099,0.0022437635000222057,0.003077720000023232,0.005321483500045438,0.0005321483500045439,3844560.0,148522.0,0.9613682710115071,0.0022437635000222057,0.003077720000023232,0.004166043500027245,0.0004166043500027245,1321746.0,86282.0,0.93472119454116,0.003590021600035529,0.011902322730015753,0.015492344330051285,0.0015492344330051285,46241.0,0.003590021600035529,0.00835320544500066,0.011943227045036189,0.001194322704503619
048.ora.din,2,0.00488651500005114,0.000488651500005114,0.023723083250173266,0.0023723083250173265,7997710.0,3540.0,0.9995573732981066,0.00244325750002557,0.003998855000037735,0.006442112500063304,0.0006442112500063304,2002310.0,2320.0,0.9988413382543163,0.00244325750002557,0.003998855000037735,0.003444412500022056,0.0003444412500022056,595290.0,5420.0,0.9908951939390885,0.003909212000040911,0.005360586450006086,0.009269798450046997,0.0009269798450046998,3640.0,0.003909212000040911,0.0006575477999999981,0.0045667598000409095,0.0004566759800040909
048.ora.din,4,0.00488651500005114,0.000488651500005114,0.023723083250173266,0.0023723083250173265,7997710.0,3540.0,0.9995573732981066,0.00244325750002557,0.003998855000037735,0.006442112500063304,0.0006442112500063304,2002310.0,2320.0,0.9988413382543163,0.00244325750002557,0.003998855000037735,0.003444412500022056,0.0003444412500022056,595290.0,5420.0,0.9908951939390885,0.003909212000040911,0.005360586450006086,0.009269798450046997,0.0009269798450046998,3640.0,0.003909212000040911,0.0006575477999999981,0.0045667598000409095,0.0004566759800040909
048.ora.din,8,0.00488651500005114,0.000488651500005114,0.023723083250173266,0.0023723083250173265,7997710.0,3540.0,0.9995573732981066,0.00244325750002557,0.003998855000037735,0.006442112500063304,0.0006442112500063304,2002310.0,2320.0,0.9988413382543163,0.00244325750002557,0.003998855000037735,0.003444412500022056,0.0003444412500022056,595290.0,5420.0,0.9908951939390885,0.003909212000040911,0.005360586450006086,0.009269798450046997,0.0009269798450046998,3640.0,0.003909212000040911,0.0006575477999999981,0.0045667598000409095,0.0004566759800040909
085.gcc.din,2,0.006009893499958362,0.0006009893499958361,0.032366074194934424,0.0032366074194934424,7795150.0,130059.0,0.9833153948288359,0.003004946749979181,0.003897575000036141,0.006902521750015321,0.0006902521750015321,2204850.0,57567.0,0.9738907408667257,0.003004946749979181,0.003897575000036141,0.004107371749974517,0.0004107371749974517,976893.0,27692.0,0.9716529855367988,0.004807914799966688,0.008796921465011164,0.013604836264977854,0.0013604836264977855,16294.0,0.004807914799966688,0.002943429630000044,0.007751344429966732,0.0007751344429966732
085.gcc.din,4,0.0058814859999662406,0.000588148599996624,0.0313491464399549,0.00313491464399549,7795150.0,127460.0,0.9836488072711879,0.0029407429999831203,0.003897575000036141,0.006838318000019262,0.0006838318000019262,2204850.0,56014.0,0.9745950971721432,0.0029407429999831203,0.003897575000036141,0.004043167999978456,0.00040431679999784563,973738.0,25067.0,0.9742569356438796,0.004705188799972992,0.008768510690011121,0.013473699489984114,0.0013473699489984115,12670.0,0.004705188799972992,0.002288772150000073,0.006993960949973064,0.0006993960949973064
085.gcc.din,8,0.0058705824999671545,0.0005870582499967155,0.031245357849957262,0.0031245357849957263,7795150.0,127332.0,0.98366522773776,0.0029352912499835773,0.003897575000036141,0.0068328662500197175,0.0006832866250019718,2204850.0,55770.0,0.9747057622967549,0.0029352912499835773,0.003897575000036141,0.004037716249978913,0.00040377162499789126,973485.0,24816.0,0.9745080817886254,0.004696465999973724,0.008766232425011119,0.013462698424984845,0.0013462698424984844,12265.0,0.004696465999973724,0.002215610925000067,0.006912076924973792,0.0006912076924973792
089.su2cor.din,2,0.004695199000048893,0.0004695199000048893,0.028875104785169223,0.0028875104785169225,7371810.0,4980.0,0.9993244535602518,0.0023475995000244465,0.0036859050000328077,0.006033504500057253,0.0006033504500057253,2628190.0,32723.0,0.9875492258931051,0.0023475995000244465,0.0036859050000328077,0.0036616945000199092,0.0003661694500019909,1177422.0,29261.0,0.975148247612156,0.003756159200039114,0.010602685110013832,0.014358844310052946,0.0014358844310052945,5895.0,0.003756159200039114,0.0010649022749999965,0.00482106147503911,0.00048210614750391104
089.su2cor.din,4,0.004690465000048869,0.0004690465000048869,0.028753765930169158,0.0028753765930169158,7371810.0,4810.0,0.9993475143824923,0.0023452325000244347,0.0036859050000328077,0.006031137500057242,0.0006031137500057241,2628190.0,31730.0,0.9879270524581556,0.0023452325000244347,0.0036859050000328077,0.0036593275000198974,0.00036593275000198973,1177170.0,29160.0,0.9752287265220826,0.003752372000039096,0.01060041585001383,0.014352787850052923,0.0014352787850052922,5304.0,0.003752372000039096,0.0009581410799999971,0.004710513080039092,0.0004710513080039092
089.su2cor.din,8,0.004690465000048869,0.0004690465000048869,0.028717275640169168,0.0028717275640169166,7371810.0,4810.0,0.9993475143824923,0.0023452325000244347,0.0036859050000328077,0.006031137500057242,0.0006031137500057241,2628190.0,31400.0,0.9880526141565108,0.0023452325000244347,0.0036859050000328077,0.0036593275000198974,0.00036593275000198973,1177170.0,29160.0,0.9752287265220826,0.003752372000039096,0.01060041585001383,0.014352787850052923,0.0014352787850052922,5102.0,0.003752372000039096,0.000921650789999997,0.004674022790039091,0.0004674022790039091
090.hydro2d.din,2,0.005752326499978465,0.0005752326499978465,0.03487795576498313,0.0034877955764983128,7486880.0,9830.0,0.9986870365225567,0.0028761632499892326,0.0037434400000337137,0.006619603250022945,0.0006619603250022945,2513120.0,144282.0,0.9425884955752213,0.0028761632499892326,0.0037434400000337137,0.004132723249983789,0.0004132723249983789,933807.0,64962.0,0.9304331623129833,0.004601861199982772,0.00840893203501059,0.013010793234993365,0.0013010793234993364,36054.0,0.004601861199982772,0.006512974830000253,0.011114836029983026,0.0011114836029983027
090.hydro2d.din,4,0.005661619999985382,0.0005661619999985382,0.03385908577500093,0.003385908577500093,7486880.0,10441.0,0.9986054270937961,0.002830809999992691,0.0037434400000337137,0.0065742500000264045,0.0006574250000026405,2513120.0,139567.0,0.9444646495193226,0.002830809999992691,0.0037434400000337137,0.004087369999987248,0.0004087369999987248,932490.0,62799.0,0.9326545056783451,0.004529295999988307,0.008397072450010572,0.01292636844999888,0.001292636844999888,31785.0,0.004529295999988307,0.005741801325000082,0.010271097324988387,0.0010271097324988387
090.hydro2d.din,8,0.005671159999984525,0.0005671159999984525,0.03401936807499873,0.003401936807499873,7486880.0,10459.0,0.9986030228880388,0.0028355799999922626,0.0037434400000337137,0.006579020000025977,0.0006579020000025977,2513120.0,139848.0,0.9443528363150188,0.0028355799999922626,0.0037434400000337137,0.00409213999998682,0.00040921399999868196,932690.0,63101.0,0.932345152194191,0.00453692799998762,0.008398873450010575,0.012935801449998197,0.0012935801449998198,32525.0,0.00453692799998762,0.0058754786250001115,0.010412406624987732,0.0010412406624987732
093.nasa7.din,2,0.004772050000049749,0.00047720500000497494,0.025562097335172798,0.0025562097335172797,8029710.0,4630.0,0.9994233913802616,0.0023860250000248746,0.004014855000037987,0.006400880000062862,0.0006400880000062862,1970290.0,31740.0,0.9838906962934391,0.0023860250000248746,0.004014855000037987,0.0033711700000215424,0.00033711700000215426,798800.0,29710.0,0.9628067100650977,0.0038176400000398004,0.007193194000008793,0.011010834000048599,0.0011010834000048598,5323.0,0.0038176400000398004,0.0009615733349999971,0.004779213335039798,0.0004779213335039798
093.nasa7.din,4,0.004772050000049749,0.00047720500000497494,0.025299439505172796,0.0025299439505172797,8029710.0,4630.0,0.9994233913802616,0.0023860250000248746,0.004014855000037987,0.006400880000062862,0.0006400880000062862,1970290.0,29720.0,0.9849159260819473,0.0023860250000248746,0.004014855000037987,0.0033711700000215424,0.00033711700000215426,798800.0,29710.0,0.9628067100650977,0.0038176400000398004,0.007193194000008793,0.011010834000048599,0.0011010834000048598,3869.0,0.0038176400000398004,0.0006989155049999979,0.004516555505039798,0.00045165555050397983
093.nasa7.din,8,0.004772050000049749,0.00047720500000497494,0.025177323485172796,0.0025177323485172797,8029710.0,4630.0,0.9994233913802616,0.0023860250000248746,0.004014855000037987,0.006400880000062862,0.0006400880000062862,1970290.0,28770.0,0.9853980886062458,0.0023860250000248746,0.004014855000037987,0.0033711700000215424,0.00033711700000215426,798800.0,29710.0,0.9628067100650977,0.0038176400000398004,0.007193194000008793,0.011010834000048599,0.0011010834000048598,3193.0,0.0038176400000398004,0.0005767994849999983,0.004394439485039798,0.0004394439485039798
094.fpppp.din,2,0.005427455499998574,0.0005427455499998574,0.03087767349503713,0.0030877673495037132,7005000.0,79554.0,0.9886432548179872,0.002713727749999287,0.003502500000029919,0.006216227750029207,0.0006216227750029206,2995000.0,56124.0,0.9812607679465777,0.002713727749999287,0.003502500000029919,0.004211227749997637,0.00042112277499976365,1077749.0,23347.0,0.9783372566339658,0.00434196439999886,0.009705129745012506,0.014047094145011367,0.0014047094145011366,11410.0,0.00434196439999886,0.0020611594500000562,0.006403123849998915,0.0006403123849998915
094.fpppp.din,4,0.005365117000004488,0.0005365117000004488,0.030125828035052437,0.003012582803505244,7005000.0,77787.0,0.9888955032119915,0.002682558500002244,0.003502500000029919,0.006185058500032164,0.0006185058500032165,2995000.0,53819.0,0.9820303839732888,0.002682558500002244,0.003502500000029919,0.004180058500000594,0.0004180058500000594,1075266.0,22066.0,0.9794785662338436,0.0042920936000035905,0.009682770330012474,0.013974863930016065,0.0013974863930016064,8269.0,0.0042920936000035905,0.0014937535050000156,0.005785847105003607,0.0005785847105003606
094.fpppp.din,8,0.005363875000004614,0.0005363875000004614,0.030103670400052764,0.0030103670400052763,7005000.0,77680.0,0.988910778015703,0.002681937500002307,0.003502500000029919,0.006184437500032226,0.0006184437500032226,2995000.0,53750.0,0.9820534223706177,0.002681937500002307,0.003502500000029919,0.004179437500000659,0.0004179437500000659,1075150.0,22050.0,0.9794912337813328,0.004291100000003693,0.009681725750012473,0.013972825750016168,0.0013972825750016168,8170.0,0.004291100000003693,0.0014758696500000144,0.005766969650003707,0.0005766969650003708
